time (ms), statusbyte, databyte1, datbaty2
 441225, 144, 75, 48
 441225, 144, 72, 48
 441225, 144, 78, 48
 441225, 144, 84, 48
 441525, 144, 71, 100
 441600, 144, 78, 0
 441600, 144, 84, 0
 441600, 144, 75, 0
 441600, 144, 72, 0
 441850, 144, 60, 48
 441850, 144, 73, 48
 441850, 144, 67, 48
 442225, 144, 73, 0
 442225, 144, 60, 0
 442225, 144, 67, 0
 442525, 144, 49, 0
 442575, 144, 80, 0
 443025, 144, 66, 100
 443400, 144, 67, 100
 443400, 144, 66, 0
 443400, 144, 64, 100
 443775, 144, 82, 100
 443775, 144, 78, 100
 443775, 144, 64, 0
 443775, 144, 67, 0
 443775, 144, 68, 100
 444000, 144, 43, 0
 444050, 144, 41, 0
 444150, 144, 71, 0
 444150, 144, 68, 0
 444150, 144, 78, 0
 447025, 144, 50, 0
 447650, 144, 46, 34
 447650, 144, 52, 34
 447650, 144, 51, 34
 448025, 144, 52, 0
 448025, 144, 46, 0
 448025, 144, 51, 0
 449300, 144, 81, 100
 449675, 144, 81, 0
 450000, 144, 68, 100
 450000, 255, 0, 0
 450000, 144, 65, 34
 450000, 144, 71, 34
 450000, 144, 64, 34
 450000, 144, 57, 34
 450025, 144, 82, 0
 450375, 144, 65, 0
 450375, 144, 64, 0
 450375, 144, 71, 0
 450375, 144, 57, 0
 451500, 144, 81, 48
 451500, 144, 78, 48
 452250, 144, 78, 0
 452250, 144, 81, 0
 453000, 144, 72, 100
 453750, 144, 79, 100
 453750, 144, 72, 0
 453750, 144, 82, 100
 454475, 144, 37, 100
 454500, 144, 39, 100
 454500, 144, 68, 0
 454500, 144, 82, 0
 454500, 144, 41, 100
 454500, 144, 79, 0
 456000, 144, 75, 100
 456000, 144, 87, 100
 456000, 144, 76, 100
 458400, 144, 39, 0
 458400, 144, 41, 0
 459000, 144, 76, 0
 459000, 144, 75, 0
 459000, 144, 87, 0
 459025, 144, 33, 100
 459025, 144, 39, 100
 459550, 144, 65, 100
 459775, 144, 39, 0
 459775, 144, 33, 0
 461000, 144, 82, 34
 461000, 144, 72, 34
 461000, 144, 71, 34
 461000, 144, 81, 34
 461000, 144, 77, 34
 462550, 144, 65, 0
 464000, 144, 71, 0
 464000, 144, 81, 0
 464000, 144, 72, 0
 464000, 144, 77, 0
 464000, 144, 82, 0
 465250, 144, 38, 100
 466000, 144, 38, 0
 467375, 144, 80, 100
 471025, 144, 76, 100
 471025, 144, 85, 100
 472525, 144, 85, 0
 472525, 144, 76, 0
 473250, 144, 39, 100
 473250, 144, 36, 100
 473250, 144, 39, 34
 473250, 144, 34, 34
 473250, 144, 41, 34
 473250, 144, 45, 100
 473250, 144, 33, 34
 474000, 144, 34, 0
 474000, 144, 33, 0
 474000, 144, 39, 0
 474000, 144, 36, 0
 474000, 144, 39, 0
 474000, 144, 45, 0
 474000, 144, 41, 0
 475975, 144, 73, 100
 475975, 144, 66, 100
 477475, 144, 66, 0
 477475, 144, 73, 0
 482850, 144, 85, 100
 483550, 144, 78, 34
 483550, 144, 79, 34
 483575, 144, 75, 34
 483650, 144, 69, 34
 484300, 144, 78, 0
 484300, 144, 79, 0
 484325, 144, 75, 0
 484350, 144, 85, 0
 484400, 144, 69, 0
 486125, 144, 80, 0
 486700, 144, 65, 48
 486700, 144, 70, 48
 486700, 144, 73, 48
 489700, 144, 73, 0
 489700, 144, 70, 0
 489700, 144, 65, 0
 491325, 144, 57, 100
 491325, 144, 66, 100
 491325, 144, 63, 100
 491325, 144, 61, 100
 491325, 144, 69, 100
 494325, 144, 61, 0
 494325, 144, 69, 0
 494325, 144, 57, 0
 494325, 144, 63, 0
 494325, 144, 66, 0
 494925, 144, 47, 34
 494925, 144, 36, 34
 494925, 144, 43, 34
 494925, 144, 39, 34
 495000, 144, 71, 48
 495000, 144, 74, 48
 495000, 144, 81, 48
 495200, 144, 38, 100
 495225, 144, 37, 0
 495300, 144, 47, 0
 495300, 144, 36, 0
 495300, 144, 39, 0
 495750, 144, 71, 0
 495750, 144, 74, 0
 497725, 144, 64, 100
 497975, 144, 74, 100
 497975, 144, 78, 100
 498000, 144, 81, 0
 498475, 144, 64, 0
 501550, 144, 35, 34
 501550, 144, 29, 34
 501550, 144, 32, 34
 501550, 144, 37, 34
 501575, 144, 43, 0
 501725, 144, 78, 0
 501925, 144, 29, 0
 501925, 144, 35, 0
 501925, 144, 37, 0
 501925, 144, 32, 0
 502650, 144, 65, 34
 502650, 144, 56, 34
 502650, 144, 68, 34
 502775, 144, 70, 34
 502850, 144, 68, 0
 502850, 144, 56, 0
 502850, 144, 65, 0
 502975, 144, 70, 0
 503125, 144, 70, 34
 503125, 144, 77, 34
 503325, 144, 77, 0
 503325, 144, 70, 0
 505250, 144, 45, 34
 505250, 144, 41, 34
 505250, 144, 39, 34
 505250, 144, 38, 34
 505250, 144, 44, 34
 505625, 144, 38, 0
 505625, 144, 39, 0
 505625, 144, 45, 0
 505625, 144, 44, 0
 505625, 144, 41, 0
 506975, 144, 74, 0
 507725, 144, 63, 100
 507725, 144, 74, 29
 508025, 144, 39, 100
 508100, 144, 74, 0
 508400, 144, 39, 0
 508925, 144, 65, 29
 509300, 144, 65, 0
 511700, 144, 67, 29
 511700, 144, 64, 29
 512075, 144, 64, 0
 512075, 144, 67, 0
 513225, 144, 38, 0
 514725, 144, 63, 0
 522000, 144, 36, 100
 522000, 144, 37, 34
 522375, 144, 36, 0
 524825, 144, 80, 100
 525750, 144, 76, 100
 525750, 144, 82, 100
 525750, 144, 71, 100
 526000, 144, 79, 100
 526000, 144, 83, 100
 526125, 144, 76, 0
 526125, 144, 82, 0
 526125, 144, 71, 0
 526375, 144, 79, 0
 526375, 144, 83, 0
 527825, 144, 80, 0
 529175, 144, 71, 100
 529175, 144, 65, 100
 529175, 144, 63, 100
 529350, 144, 64, 100
 529550, 144, 71, 0
 529725, 144, 64, 0
 530025, 144, 35, 34
 530025, 144, 42, 34
 530025, 144, 40, 34
 530025, 144, 41, 34
 530400, 144, 42, 0
 530400, 144, 35, 0
 530400, 144, 40, 0
 530400, 144, 41, 0
 533675, 144, 63, 0
 534575, 144, 38, 100
 536475, 144, 38, 0
 539975, 144, 65, 0
 540000, 255, 0, 0
 540000, 144, 37, 0
 540000, 255, 0, 0
 546275, 144, 39, 100
 546275, 144, 45, 100
 546275, 144, 49, 100
 547400, 144, 45, 0
 547400, 144, 49, 0
 547400, 144, 39, 0
 551250, 144, 70, 100
 553750, 144, 70, 0
 558000, 144, 67, 100
 558000, 144, 64, 100
 558000, 144, 66, 100
 558000, 144, 60, 100
 558000, 144, 69, 100
 561250, 144, 39, 100
 561650, 144, 39, 0
 563250, 144, 58, 100
 563775, 144, 58, 0
 567675, 144, 68, 100
 567675, 144, 63, 100
 567675, 144, 73, 100
 568425, 144, 73, 0
 568425, 144, 63, 0
 568425, 144, 68, 0
 570300, 144, 58, 100
 570300, 144, 62, 100
 570300, 144, 57, 100
 570300, 144, 53, 100
 570300, 144, 56, 100
 570450, 144, 58, 0
 570450, 144, 56, 0
 570450, 144, 53, 0
 570450, 144, 62, 0
 570450, 144, 57, 0
 577500, 144, 41, 100
 588000, 144, 48, 100
 588375, 144, 48, 0
 590125, 144, 41, 0
 596250, 144, 58, 100
 596250, 144, 63, 100
 596250, 144, 68, 100
 596625, 144, 68, 0
 596625, 144, 58, 0
 596625, 144, 63, 0
 598500, 144, 56, 100
 598500, 144, 61, 100
 598500, 144, 59, 100
 598875, 144, 56, 0
 598875, 144, 59, 0
 604500, 144, 61, 0
 610500, 144, 43, 100
 612000, 144, 43, 0
 621350, 144, 59, 100
 621350, 144, 54, 100
 621350, 144, 63, 100
 621350, 144, 64, 100
 622500, 144, 52, 100
 623000, 144, 52, 0
 625850, 144, 64, 0
 625850, 144, 59, 0
 625850, 144, 54, 0
 625850, 144, 63, 0
 627700, 144, 69, 0
 627700, 144, 66, 0
 627700, 144, 67, 0
 627700, 144, 64, 0
 627700, 144, 60, 0
 630000, 255, 0, 0
 630000, 144, 53, 100
 630000, 144, 76, 100
 630000, 144, 40, 100
 630450, 144, 63, 29
 630825, 144, 63, 0
 632150, 144, 83, 29
 632525, 144, 83, 0
 634500, 144, 40, 0
 634500, 144, 53, 0
 637375, 144, 47, 100
 637375, 144, 39, 100
 638600, 144, 84, 100
 638975, 144, 84, 0
 639000, 144, 76, 0
 639250, 144, 76, 29
 639250, 144, 74, 29
 639250, 144, 62, 29
 639250, 144, 63, 29
 639475, 144, 62, 0
 639475, 144, 76, 0
 639475, 144, 74, 0
 639475, 144, 63, 0
 640500, 144, 82, 48
 640500, 144, 69, 48
 640500, 144, 81, 48
 640500, 144, 83, 48
 640500, 144, 76, 48
 642000, 144, 81, 0
 642000, 144, 82, 0
 642000, 144, 69, 0
 642000, 144, 76, 0
 642000, 144, 83, 0
 645000, 144, 49, 34
 646425, 144, 39, 0
 646450, 144, 47, 0
 651000, 144, 59, 34
 651000, 144, 54, 34
 651750, 144, 54, 0
 651750, 144, 59, 0
 654000, 144, 67, 100
 658500, 144, 45, 100
 658500, 144, 37, 34
 658875, 144, 37, 0
 658875, 144, 45, 0
 659250, 144, 64, 29
 659625, 144, 64, 0
 659750, 144, 81, 34
 660000, 144, 67, 0
 660125, 144, 81, 0
 662275, 144, 75, 100
 664675, 144, 83, 34
 665275, 144, 83, 0
 665500, 144, 61, 29
 665700, 144, 61, 0
 666475, 144, 84, 48
 666675, 144, 84, 0
 666750, 144, 46, 100
 666750, 144, 52, 100
 666750, 144, 56, 100
 667125, 144, 52, 0
 667125, 144, 46, 0
 667125, 144, 56, 0
 669000, 144, 85, 34
 669000, 144, 80, 48
 669200, 144, 85, 0
 669200, 144, 80, 0
 670200, 144, 60, 29
 670400, 144, 60, 0
 671200, 144, 83, 48
 671400, 144, 83, 0
 673125, 144, 46, 34
 673125, 144, 47, 34
 673125, 144, 52, 34
 673125, 144, 40, 34
 673500, 144, 52, 0
 673500, 144, 47, 0
 673500, 144, 40, 0
 673500, 144, 46, 0
 676875, 144, 53, 100
 676875, 144, 47, 100
 677250, 144, 53, 0
 677250, 144, 47, 0
 677275, 144, 64, 29
 678025, 144, 64, 0
 682400, 144, 71, 100
 682750, 144, 75, 0
 682775, 144, 71, 0
 683275, 144, 65, 34
 683275, 144, 66, 34
 683275, 144, 56, 34
 685375, 144, 56, 0
 685425, 144, 65, 0
 685425, 144, 66, 0
 685650, 144, 73, 48
 685650, 144, 60, 48
 685675, 144, 65, 48
 686025, 144, 60, 0
 686025, 144, 73, 0
 686050, 144, 65, 0
 686100, 144, 74, 34
 686100, 144, 63, 34
 686100, 144, 75, 34
 686475, 144, 75, 0
 686475, 144, 63, 0
 686475, 144, 74, 0
 686550, 144, 76, 34
 688125, 144, 51, 100
 688125, 144, 57, 100
 690975, 144, 77, 29
 691575, 144, 77, 0
 694975, 144, 57, 0
 695025, 144, 51, 0
 698125, 144, 73, 34
 698125, 144, 68, 34
 698125, 144, 67, 34
 698125, 144, 62, 34
 698725, 144, 67, 0
 698725, 144, 62, 0
 698725, 144, 73, 0
 698725, 144, 68, 0
 699025, 144, 76, 0
 699300, 144, 61, 100
 699300, 144, 67, 100
 699300, 144, 72, 100
 699900, 144, 72, 0
 699900, 144, 67, 0
 700350, 144, 63, 100
 700950, 144, 63, 0
 701800, 144, 61, 0
 702000, 144, 78, 34
 702475, 144, 78, 0
 703450, 144, 56, 34
 703450, 144, 69, 34
 703450, 144, 62, 29
 703450, 144, 55, 34
 703925, 144, 69, 0
 703925, 144, 62, 0
 703925, 144, 56, 0
 703925, 144, 55, 0
 704325, 144, 72, 48
 704325, 144, 73, 48
 704325, 144, 67, 48
 705000, 144, 45, 100
 705000, 144, 52, 100
 705000, 144, 53, 100
 705300, 144, 62, 29
 705750, 144, 73, 0
 705750, 144, 72, 0
 705750, 144, 67, 0
 705775, 144, 62, 0
 706500, 144, 78, 100
 706500, 144, 80, 100
 706500, 144, 85, 100
 706500, 144, 84, 100
 706975, 144, 84, 0
 706975, 144, 85, 0
 706975, 144, 80, 0
 707250, 144, 53, 0
 707275, 144, 52, 0
 707350, 144, 45, 0
 711000, 144, 74, 34
 711525, 144, 78, 0
 711600, 144, 74, 0
 711750, 144, 53, 100
 711750, 144, 48, 100
 712125, 144, 48, 0
 712750, 144, 61, 100
 712750, 144, 69, 100
 712750, 144, 62, 100
 712750, 144, 67, 100
 713225, 144, 62, 0
 713225, 144, 67, 0
 713225, 144, 69, 0
 717525, 144, 69, 34
 717525, 144, 74, 34
 717525, 144, 68, 34
 717525, 144, 66, 34
 717750, 144, 53, 0
 718000, 144, 66, 0
 718000, 144, 69, 0
 718000, 144, 74, 0
 718000, 144, 68, 0
 719950, 144, 49, 0
 720000, 255, 0, 0
 720025, 144, 61, 0
